Removed Pin From Net: NetName=VSYS Pin=J6-1
Removed Pin From Net: NetName=V5P0 Pin=J6-2
Removed Pin From Net: NetName=V3P3 Pin=J6-3
Removed Pin From Net: NetName=V1P8 Pin=J6-4
Removed Pin From Net: NetName=V_USB_HV Pin=J6-5
Removed Pin From Net: NetName=GND Pin=J6-6
Change Component Footprint: Designator=J6 Old Footprint=HDR_1X6 - FEMALE New Footprint=HDR_1X8 - HOLE
Change Component Comment : Designator=J6 Old Comment=J_HDR1X6_THRHOLE_VERT_FEMALE New Comment=1 X 8 HOLES
Change Component Kind : Designator=J6 Old Kind=Standard New Kind=Standard (No BOM)
Change component parameters: Designator = "J6"; Footprint = "HDR_1X8 - HOLE"; UniqueID = "\MGUKLVPX"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.micron.com/~/media/Documents/Products/Data%20Sheet/DRAM/256Mb_sdr.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "Package Specification"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.micron.com/~/media/Documents/Products/Data%20Sheet/DRAM/128Mbx16x32Mobile.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Description 1"; Value = "IC SDRAM 256MBIT 6NS 54VFBGA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Alliance Memory"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "MT48LC16M16A2F4-6A:GTR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1=3.29, 10=2.955, 25=2.908, 50=2.9002, 100=2.5915, 250=2.50728, 500=2.49792, 1000=2.3264 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "3138"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "1450-1350-6-ND"; VariantName = "[No Variations]"
Added Component: Designator=U8(LATC-caBGA-256)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Case/Package"; Value = "BGA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Code_JEDEC"; Value = "MO-275"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.latticesemi.com/en"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.latticesemi.com/~/media/Documents/DataSheets/iCE/iCE40LPHXFamilyDataSheet.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "Package Specification"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.latticesemi.com/lit/docs/package/pkg.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink4Description"; Value = "http://www.mouser.com/ds/2/225/iCE40FamilyHandbook-311139.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink4URL"; Value = "http://www.mouser.com/ds/2/225/iCE40FamilyHandbook-311139.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "Rev. 02.9"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Density"; Value = "128Kb"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Description 1"; Value = "IC FPGA HX 7680LUTS 1.2V 256BGA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Embedded RAM Bits"; Value = "128K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "17mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "14mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Logic Cells"; Value = "7680"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Lattice Semiconductor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Lattice Semiconductor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "ICE40HX8K-CT256"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Frequency"; Value = "533MHz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Supply Voltage"; Value = "1.26V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Memory Size"; Value = "128Kb"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Supply Voltage"; Value = "1.14V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Gates"; Value = "7680"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of I/Os"; Value = "206"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Logic Blocks (LABs)"; Value = "960"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Logic Elements/Cells"; Value = "7680"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Pins"; Value = "256"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Registers"; Value = "7680"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Supply Voltage"; Value = "1.2V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "256-Ball Chip Array Ball Grid Array, Body 14 x 14 mm, Pitch 0.8 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "119"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "caBGA-256"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "Rev. 03.9, 02/2013"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tray"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packing"; Value = "Tray"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartNumber"; Value = "ICE40HX8K-CT256"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Phase-Locked Loops"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1=11.41, 25=9.898, 100=9.4536 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RAM Size"; Value = "131072b"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "549"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "220-1575-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supply Voltage"; Value = "1.2V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = "0.098203oz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "14mm"; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=C65-1
Added Pin To Net: NetName=V3P3 Pin=C65-2
Added Pin To Net: NetName=GND Pin=C66-1
Added Pin To Net: NetName=V3P3 Pin=C66-2
Added Pin To Net: NetName=GND Pin=C68-1
Added Pin To Net: NetName=V3P3 Pin=C68-2
Added Pin To Net: NetName=GND Pin=C69-1
Added Pin To Net: NetName=V3P3 Pin=C69-2
Added Pin To Net: NetName=GND Pin=C70-1
Added Pin To Net: NetName=V3P3 Pin=C70-2
Added Pin To Net: NetName=GND Pin=C71-1
Added Pin To Net: NetName=V3P3 Pin=C71-2
Added Pin To Net: NetName=GND Pin=C72-1
Added Pin To Net: NetName=V3P3 Pin=C72-2
Added Pin To Net: NetName=GND Pin=C73-1
Added Pin To Net: NetName=V3P3 Pin=C73-2
Added Pin To Net: NetName=GND Pin=C76-1
Added Pin To Net: NetName=V3P3 Pin=C76-2
Added Pin To Net: NetName=GND Pin=C77-1
Added Pin To Net: NetName=V3P3 Pin=C77-2
Added Pin To Net: NetName=GND Pin=C78-1
Added Pin To Net: NetName=V3P3 Pin=C78-2
Added Pin To Net: NetName=GND Pin=C79-1
Added Pin To Net: NetName=V3P3 Pin=C79-2
Added Pin To Net: NetName=GND Pin=C80-1
Added Pin To Net: NetName=V3P3 Pin=C80-2
Added Pin To Net: NetName=GND Pin=C81-1
Added Pin To Net: NetName=V3P3 Pin=C81-2
Added Pin To Net: NetName=GND Pin=C82-1
Added Pin To Net: NetName=V3P3 Pin=C82-2
Added Pin To Net: NetName=GND Pin=C83-1
Added Pin To Net: NetName=V3P3 Pin=C83-2
Added Pin To Net: NetName=GND Pin=C84-1
Added Pin To Net: NetName=V3P3 Pin=C84-2
Added Pin To Net: NetName=GND Pin=C94-1
Added Pin To Net: NetName=V3P3 Pin=C94-2
Added Pin To Net: NetName=GND Pin=C95-1
Added Pin To Net: NetName=V3P3 Pin=C95-2
Added Pin To Net: NetName=GND Pin=C116-1
Added Pin To Net: NetName=GND Pin=C117-1
Added Pin To Net: NetName=GND Pin=C118-1
Added Pin To Net: NetName=GND Pin=C119-1
Added Pin To Net: NetName=GND Pin=C120-1
Added Pin To Net: NetName=GND Pin=C127-1
Added Pin To Net: NetName=GND Pin=C128-1
Added Pin To Net: NetName=GND Pin=C129-1
Added Pin To Net: NetName=GND Pin=C130-1
Added Pin To Net: NetName=GND Pin=C131-1
Added Pin To Net: NetName=GND Pin=C?-1
Added Pin To Net: NetName=V3P3 Pin=C?-2
Added Pin To Net: NetName=VSYS Pin=J6-3
Added Pin To Net: NetName=V5P0 Pin=J6-4
Added Pin To Net: NetName=V3P3 Pin=J6-5
Added Pin To Net: NetName=V1P8 Pin=J6-6
Added Pin To Net: NetName=V_USB_HV Pin=J6-7
Added Pin To Net: NetName=GND Pin=J6-8
Added Pin To Net: NetName=GND Pin=U1-A1
Added Pin To Net: NetName=GND Pin=U1-A3
Added Pin To Net: NetName=V3P3 Pin=U1-A7
Added Pin To Net: NetName=V3P3 Pin=U1-A9
Added Pin To Net: NetName=V3P3 Pin=U1-B3
Added Pin To Net: NetName=GND Pin=U1-B7
Added Pin To Net: NetName=GND Pin=U1-C3
Added Pin To Net: NetName=V3P3 Pin=U1-C7
Added Pin To Net: NetName=V3P3 Pin=U1-D3
Added Pin To Net: NetName=GND Pin=U1-D7
Added Pin To Net: NetName=GND Pin=U1-E3
Added Pin To Net: NetName=V3P3 Pin=U1-E7
Added Pin To Net: NetName=GND Pin=U1-J1
Added Pin To Net: NetName=V3P3 Pin=U1-J9
Added Pin To Net: NetName=V3P3 Pin=U8-A3
Added Pin To Net: NetName=GND Pin=U8-A4
Added Pin To Net: NetName=V3P3 Pin=U8-A8
Added Pin To Net: NetName=GND Pin=U8-A12
Added Pin To Net: NetName=V3P3 Pin=U8-A13
Added Pin To Net: NetName=V3P3 Pin=U8-C15
Added Pin To Net: NetName=V3P3 Pin=U8-E12
Added Pin To Net: NetName=GND Pin=U8-E15
Added Pin To Net: NetName=V3P3 Pin=U8-F8
Added Pin To Net: NetName=GND Pin=U8-G7
Added Pin To Net: NetName=GND Pin=U8-G8
Added Pin To Net: NetName=GND Pin=U8-G9
Added Pin To Net: NetName=GND Pin=U8-H7
Added Pin To Net: NetName=GND Pin=U8-H8
Added Pin To Net: NetName=GND Pin=U8-H9
Added Pin To Net: NetName=V3P3 Pin=U8-H10
Added Pin To Net: NetName=V3P3 Pin=U8-H15
Added Pin To Net: NetName=GND Pin=U8-J7
Added Pin To Net: NetName=GND Pin=U8-J8
Added Pin To Net: NetName=GND Pin=U8-J9
Added Pin To Net: NetName=GND Pin=U8-K2
Added Pin To Net: NetName=GND Pin=U8-K7
Added Pin To Net: NetName=V3P3 Pin=U8-K8
Added Pin To Net: NetName=GND Pin=U8-L15
Added Pin To Net: NetName=V3P3 Pin=U8-N13
Added Pin To Net: NetName=V3P3 Pin=U8-N15
Added Pin To Net: NetName=V3P3 Pin=U8-P3
Added Pin To Net: NetName=GND Pin=U8-R7
Added Pin To Net: NetName=V3P3 Pin=U8-R8
Added Pin To Net: NetName=V3P3 Pin=U8-R13
Added Pin To Net: NetName=GND Pin=U8-T4
Added Pin To Net: NetName=GND Pin=U8-T12
Added Pin To Net: NetName=NetC?_2 Pin=C?-2
Added Pin To Net: NetName=NetC?_2 Pin=C?-2
Added Pin To Net: NetName=NetC?_2 Pin=R?-2
Added Pin To Net: NetName=NetC?_2 Pin=U8-L8
Added Net: Name=NetC?_2
Added Pin To Net: NetName=PLL0_GND Pin=C?-1
Added Pin To Net: NetName=PLL0_GND Pin=C?-1
Added Pin To Net: NetName=PLL0_GND Pin=U8-N8
Added Net: Name=PLL0_GND
Added Pin To Net: NetName=PLL1_GND Pin=C?-1
Added Pin To Net: NetName=PLL1_GND Pin=C?-1
Added Pin To Net: NetName=PLL1_GND Pin=U8-E7
Added Net: Name=PLL1_GND
Added Pin To Net: NetName=SDRAM_ADDR0 Pin=U1-H7
Added Net: Name=SDRAM_ADDR0
Added Pin To Net: NetName=SDRAM_ADDR1 Pin=U1-H8
Added Net: Name=SDRAM_ADDR1
Added Pin To Net: NetName=SDRAM_ADDR2 Pin=U1-J8
Added Net: Name=SDRAM_ADDR2
Added Pin To Net: NetName=SDRAM_ADDR3 Pin=U1-J7
Added Net: Name=SDRAM_ADDR3
Added Pin To Net: NetName=SDRAM_ADDR4 Pin=U1-J3
Added Net: Name=SDRAM_ADDR4
Added Pin To Net: NetName=SDRAM_ADDR5 Pin=U1-J2
Added Net: Name=SDRAM_ADDR5
Added Pin To Net: NetName=SDRAM_ADDR6 Pin=U1-H3
Added Net: Name=SDRAM_ADDR6
Added Pin To Net: NetName=SDRAM_ADDR7 Pin=U1-H2
Added Net: Name=SDRAM_ADDR7
Added Pin To Net: NetName=SDRAM_ADDR8 Pin=U1-H1
Added Net: Name=SDRAM_ADDR8
Added Pin To Net: NetName=SDRAM_ADDR9 Pin=U1-G3
Added Net: Name=SDRAM_ADDR9
Added Pin To Net: NetName=SDRAM_ADDR10 Pin=U1-H9
Added Net: Name=SDRAM_ADDR10
Added Pin To Net: NetName=SDRAM_ADDR11 Pin=U1-G2
Added Net: Name=SDRAM_ADDR11
Added Pin To Net: NetName=SDRAM_ADDR12 Pin=U1-G1
Added Net: Name=SDRAM_ADDR12
Added Pin To Net: NetName=SDRAM_BANK0 Pin=U1-G7
Added Net: Name=SDRAM_BANK0
Added Pin To Net: NetName=SDRAM_BANK1 Pin=U1-G8
Added Net: Name=SDRAM_BANK1
Added Pin To Net: NetName=SDRAM_CAS_N Pin=U1-F7
Added Net: Name=SDRAM_CAS_N
Added Pin To Net: NetName=SDRAM_CLK_EN Pin=U1-F3
Added Net: Name=SDRAM_CLK_EN
Added Pin To Net: NetName=SDRAM_CLK Pin=U1-F2
Added Net: Name=SDRAM_CLK
Added Pin To Net: NetName=SDRAM_CS_N Pin=U1-G9
Added Net: Name=SDRAM_CS_N
Added Pin To Net: NetName=SDRAM_D0 Pin=U1-A8
Added Net: Name=SDRAM_D0
Added Pin To Net: NetName=SDRAM_D1 Pin=U1-B9
Added Net: Name=SDRAM_D1
Added Pin To Net: NetName=SDRAM_D2 Pin=U1-B8
Added Net: Name=SDRAM_D2
Added Pin To Net: NetName=SDRAM_D3 Pin=U1-C9
Added Net: Name=SDRAM_D3
Added Pin To Net: NetName=SDRAM_D4 Pin=U1-C8
Added Net: Name=SDRAM_D4
Added Pin To Net: NetName=SDRAM_D5 Pin=U1-D9
Added Net: Name=SDRAM_D5
Added Pin To Net: NetName=SDRAM_D6 Pin=U1-D8
Added Net: Name=SDRAM_D6
Added Pin To Net: NetName=SDRAM_D7 Pin=U1-E9
Added Net: Name=SDRAM_D7
Added Pin To Net: NetName=SDRAM_D8 Pin=U1-E1
Added Net: Name=SDRAM_D8
Added Pin To Net: NetName=SDRAM_D9 Pin=U1-D2
Added Net: Name=SDRAM_D9
Added Pin To Net: NetName=SDRAM_D10 Pin=U1-D1
Added Net: Name=SDRAM_D10
Added Pin To Net: NetName=SDRAM_D11 Pin=U1-C2
Added Net: Name=SDRAM_D11
Added Pin To Net: NetName=SDRAM_D12 Pin=U1-C1
Added Net: Name=SDRAM_D12
Added Pin To Net: NetName=SDRAM_D13 Pin=U1-B2
Added Net: Name=SDRAM_D13
Added Pin To Net: NetName=SDRAM_D14 Pin=U1-B1
Added Net: Name=SDRAM_D14
Added Pin To Net: NetName=SDRAM_D15 Pin=U1-A2
Added Net: Name=SDRAM_D15
Added Pin To Net: NetName=SDRAM_DM_H Pin=U1-F1
Added Net: Name=SDRAM_DM_H
Added Pin To Net: NetName=SDRAM_DM_L Pin=U1-E8
Added Net: Name=SDRAM_DM_L
Added Pin To Net: NetName=SDRAM_RAS_N Pin=U1-F8
Added Net: Name=SDRAM_RAS_N
Added Pin To Net: NetName=SDRAM_WE_N Pin=U1-F9
Added Net: Name=SDRAM_WE_N
Added Pin To Net: NetName=V1P2 Pin=C120-2
Added Pin To Net: NetName=V1P2 Pin=C127-2
Added Pin To Net: NetName=V1P2 Pin=C128-2
Added Pin To Net: NetName=V1P2 Pin=C129-2
Added Pin To Net: NetName=V1P2 Pin=C130-2
Added Pin To Net: NetName=V1P2 Pin=C131-2
Added Pin To Net: NetName=V1P2 Pin=J6-2
Added Pin To Net: NetName=V1P2 Pin=R?-1
Added Pin To Net: NetName=V1P2 Pin=R?-1
Added Pin To Net: NetName=V1P2 Pin=U8-A14
Added Pin To Net: NetName=V1P2 Pin=U8-F6
Added Pin To Net: NetName=V1P2 Pin=U8-F10
Added Pin To Net: NetName=V1P2 Pin=U8-K6
